dataMat1,dataMat2,dataMat3,dataMat4,dataMat5,dataMat6,dataMat7,dataMat8,dataMat9,dataMat10,dataMat11,dataMat12,dataMat13,dataMat14,dataMat15,dataMat16,dataMat17,dataMat18,dataMat19,dataMat20,dataMat21,dataMat22,dataMat23,dataMat24,dataMat25,dataMat26,dataMat27,dataMat28,dataMat29,dataMat30,dataMat31,dataMat32,dataMat33,dataMat34,dataMat35,dataMat36,dataMat37,dataMat38,dataMat39,dataMat40,dataMat41,dataMat42,dataMat43,dataMat44,dataMat45,dataMat46
"GO OUT13,ALY",0.2338867,0.2363281,0.2416992,0.2392578,0.2348633,0.2348633,0.2578125,0.3642578,0.565918,0.7832031,0.8881836,0.4243164,0.2885742,0.3051758,0.2661133,0.2631836,0.2167969,0.08740234,0.8105469,0.4140625,0.4365234,0.3525391,0.4101563,0.440918,0.4213867,0.4238281,0.4140625,0.4140625,0.4091797,0.4135742,0.390625,0.3588867,0.3588867,0.7583008,0.7075195,0.7626953,0.7880859,0.7880859,0.3085938,0.4326172,0.3652344,0.2353516,0.21875,0.2436523,0.2451172
"GO OUT13,ALZ",0.03515625,0.03271484,0.03955078,0.04052734,0.0390625,0.0390625,0.02880859,-0.0390625,0.2001953,0.7988281,0.9155273,0.6606445,0.5991211,0.5043945,0.4892578,0.4262695,0.222168,0.2304688,0.605957,1.049805,1.038086,1.041504,0.9560547,0.8886719,0.9008789,0.8935547,0.8735352,0.8735352,0.8803711,0.7880859,0.6333008,0.6396484,0.6396484,0.8149414,0.6074219,0.4482422,0.02294922,0.02294922,0.08300781,0.1352539,0.08300781,0.01904297,-0.002441406,-0.01416016,-0.004394531
"GO OUT13,ARX",0.9443359,0.9345703,0.9355469,0.9370117,0.9370117,0.9370117,0.9331055,0.9311523,0.940918,0.934082,0.9267578,0.949707,0.925293,0.9375,0.934082,0.9326172,0.9394531,0.9306641,0.9238281,0.9418945,0.9404297,0.9345703,0.8964844,0.9287109,0.9404297,0.9213867,0.9223633,0.9223633,0.9301758,0.9213867,0.9179688,0.9213867,0.9213867,0.9331055,0.9545898,0.9213867,0.9194336,0.9194336,0.9111328,0.9072266,0.9350586,0.9584961,0.9575195,0.9306641,0.9116211
"GO OUT13,ARY",-0.3164063,-0.3139648,-0.3227539,-0.3154297,-0.3183594,-0.3183594,-0.3193359,-0.3256836,-0.3305664,-0.3085938,-0.3164063,-0.3334961,-0.3232422,-0.3178711,-0.3217773,-0.3085938,-0.3217773,-0.3251953,-0.3457031,-0.3383789,-0.328125,-0.3359375,-0.3442383,-0.3525391,-0.3505859,-0.3276367,-0.324707,-0.324707,-0.3466797,-0.340332,-0.3374023,-0.3349609,-0.3349609,-0.3432617,-0.3359375,-0.3408203,-0.3564453,-0.3564453,-0.3227539,-0.3120117,-0.3237305,-0.3154297,-0.3261719,-0.3198242,-0.3115234
"GO OUT13,ARZ",0.1474609,0.1396484,0.1337891,0.1386719,0.1289063,0.1289063,0.1337891,0.1318359,0.1254883,0.1220703,0.1572266,0.125,0.1235352,0.1225586,0.1235352,0.121582,0.1391602,0.1430664,0.1513672,0.1625977,0.1230469,0.1210938,0.1572266,0.1572266,0.1396484,0.152832,0.1591797,0.1591797,0.1396484,0.1552734,0.1508789,0.1416016,0.1416016,0.1455078,0.1557617,0.1645508,0.1748047,0.1748047,0.1347656,0.1586914,0.1645508,0.1113281,0.1171875,0.125,0.1352539
"GO OUT13,EMG0L",-1,-1,-1,0,0,0,-1,5,2,18,-12,44,-20,-9,-37,-20,0,27,42,-5,-40,-6,-18,12,3,-6,-19,-19,-15,5,-3,-6,-6,3,5,-1,-5,-9,1,-2,4,-2,0,-1,1
"GO OUT13,EMG1L",-1,-2,0,-1,-1,-1,-3,23,11,-11,-13,3,52,38,28,33,23,27,5,-45,47,-19,-9,34,34,-11,-35,-35,-5,6,-1,-2,-2,1,6,0,-1,-3,2,-3,1,-1,-3,-1,-1
"GO OUT13,EMG2L",0,-2,-1,-1,0,0,-6,11,0,-27,5,1,34,15,5,-2,2,10,3,-20,12,4,-6,8,5,-5,-7,-7,0,0,-2,-2,-2,-2,1,-2,0,-3,-2,-3,3,-2,2,-2,-1
"GO OUT13,EMG3L",-1,-1,-1,0,1,1,-3,-5,-1,19,60,21,3,-12,-1,0,-24,30,-4,37,9,0,-6,5,-7,-18,31,31,21,3,-3,0,0,-1,0,1,0,-1,1,-1,1,-1,-1,0,0
"GO OUT13,EMG4L",-2,-1,-1,-1,-1,-1,-2,-2,8,-20,71,53,-27,-14,19,5,-17,67,-6,78,25,-13,-9,-3,-9,-23,26,26,27,5,-3,0,0,-2,0,0,-2,1,1,-2,1,0,-1,-2,0
"GO OUT13,EMG5L",-1,0,-1,-1,0,0,0,-1,0,0,6,7,3,-2,-3,0,2,45,3,19,4,-12,11,-7,-5,-7,3,3,1,0,-4,0,0,1,0,-1,1,0,0,-1,-1,-1,-1,-1,-1
"GO OUT13,EMG6L",1,0,-3,0,0,0,0,-2,-2,4,-6,-2,9,2,-5,0,5,16,-18,18,5,-1,-15,-33,0,5,17,17,-4,1,1,-3,-3,-3,-11,-1,-1,0,0,-1,-2,-5,0,-3,5
"GO OUT13,EMG7L",-1,0,-1,-1,-1,-1,-1,-1,-4,8,-16,1,11,-3,-13,-1,-4,-11,1,-8,-10,-1,-14,-5,12,-10,-2,-2,-17,3,1,-3,-3,-1,-8,-2,-7,-14,9,-2,15,-16,1,-2,14
"GO OUT13,EMG0R",1,-2,-2,-2,-1,-1,0,-3,0,1,-1,-1,-2,1,-1,-1,-4,1,-2,1,-1,-1,-1,-2,-1,-3,0,0,-1,-1,-2,-2,-2,0,-1,0,0,-2,-2,-2,-2,-2,-1,-1,-2
"GO OUT13,EMG1R",0,-1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,0,-1,-1,-2,0,-1,-1,-1,0,-1,-3,-3,-2,-1,-1,1,1,0,-1,0,-2,-2,0,-1,1,-1,-1,0,-2
"GO OUT13,EMG2R",-1,0,-1,-1,-1,-1,0,-2,-2,0,-1,-1,-2,0,-1,-3,-2,-1,-1,0,-1,-2,0,-1,-2,-2,-2,-2,-1,-1,-2,-1,-1,0,0,-2,0,-3,-1,0,-1,-1,-1,-1,-1
"GO OUT13,EMG3R",-2,-1,-1,-2,-1,-1,-2,-2,0,0,-1,-1,-1,0,-1,-1,-1,0,-3,-1,-1,-2,-1,0,0,-1,-1,-1,-1,-2,-2,-1,-1,-2,0,-2,-2,0,-1,-1,-2,-2,-1,-1,0
"GO OUT13,EMG4R",-1,-1,-3,-1,-2,-2,-3,2,0,-2,-3,0,-2,-2,1,-2,-4,1,-1,0,-1,-1,-2,-2,-2,-2,-1,-1,0,0,-1,-2,-2,-1,-1,-3,-4,-2,-2,-1,-2,-2,-2,-2,-2
"GO OUT13,EMG5R",-1,0,-2,-1,0,0,0,2,-1,-2,-2,0,0,0,0,-1,-3,1,-2,2,0,1,-2,-3,0,-2,-1,-1,-2,-2,1,1,1,0,-1,-1,0,0,-1,-1,-2,0,-1,-1,0
"GO OUT13,EMG6R",-11,5,-9,2,2,2,-1,-2,-2,-1,2,6,-3,3,0,7,-8,6,-2,1,4,4,-3,-3,-4,-1,4,4,-2,1,0,6,6,2,1,-1,0,-1,0,0,0,-2,0,-1,-1
"GO OUT13,EMG7R",-2,0,-2,-1,0,0,-1,0,-2,-1,-1,-1,-1,-1,-1,-3,-3,0,0,0,0,0,-2,-1,-1,-1,-2,-2,-1,1,-1,-2,-2,0,-1,-2,-1,0,-2,1,-3,0,-3,-2,-2
"GO OUT13,GLX",-1.0625,-0.75,-0.8125,-0.875,0.3125,0.3125,-0.5,-128.1875,-81.0625,31.6875,-92.75,-51.8125,-24.6875,6.4375,-11.25,-6.8125,-31.3125,-13.5,16.8125,16.625,22.5625,18.5625,-6.6875,-3.1875,2.4375,2.875,3.25,3.25,12.1875,19.25,35,62.375,62.375,119,81.25,67.1875,-41.4375,-41.4375,111.8125,96.4375,1.0625,-33.25,-20.3125,7.6875,17.625
"GO OUT13,GLY",-1.0625,-0.75,-0.8125,-0.875,0.3125,0.3125,-0.5,-128.1875,-81.0625,31.6875,-92.75,-51.8125,-24.6875,6.4375,-11.25,-6.8125,-31.3125,-13.5,16.8125,16.625,22.5625,18.5625,-6.6875,-3.1875,2.4375,2.875,3.25,3.25,12.1875,19.25,35,62.375,62.375,119,81.25,67.1875,-41.4375,-41.4375,111.8125,96.4375,1.0625,-33.25,-20.3125,7.6875,17.625
"GO OUT13,GLZ",-1.0625,-0.75,-0.8125,-0.875,0.3125,0.3125,-0.5,-128.1875,-81.0625,31.6875,-92.75,-51.8125,-24.6875,6.4375,-11.25,-6.8125,-31.3125,-13.5,16.8125,16.625,22.5625,18.5625,-6.6875,-3.1875,2.4375,2.875,3.25,3.25,12.1875,19.25,35,62.375,62.375,119,81.25,67.1875,-41.4375,-41.4375,111.8125,96.4375,1.0625,-33.25,-20.3125,7.6875,17.625
"GO OUT13,GRX",-2.0625,-1.4375,0.3125,0.3125,1.0625,1.0625,0.3125,-0.125,4.8125,9.0625,-7.375,-11.9375,-4.875,-5,5.8125,6.375,10.375,2.75,-3.3125,-8.125,-5.0625,-1,1.5625,-1.75,2.75,3.25,-3.9375,-3.9375,5.625,-1.25,-0.0625,3.875,3.875,12.6875,7.75,-2.0625,-8.6875,-8.6875,-7.75,-8,-6.9375,-7.9375,-3.5625,0.875,6.25
"GO OUT13,GRY",-2.0625,-1.4375,0.3125,0.3125,1.0625,1.0625,0.3125,-0.125,4.8125,9.0625,-7.375,-11.9375,-4.875,-5,5.8125,6.375,10.375,2.75,-3.3125,-8.125,-5.0625,-1,1.5625,-1.75,2.75,3.25,-3.9375,-3.9375,5.625,-1.25,-0.0625,3.875,3.875,12.6875,7.75,-2.0625,-8.6875,-8.6875,-7.75,-8,-6.9375,-7.9375,-3.5625,0.875,6.25
"GO OUT13,GRZ",-2.0625,-1.4375,0.3125,0.3125,1.0625,1.0625,0.3125,-0.125,4.8125,9.0625,-7.375,-11.9375,-4.875,-5,5.8125,6.375,10.375,2.75,-3.3125,-8.125,-5.0625,-1,1.5625,-1.75,2.75,3.25,-3.9375,-3.9375,5.625,-1.25,-0.0625,3.875,3.875,12.6875,7.75,-2.0625,-8.6875,-8.6875,-7.75,-8,-6.9375,-7.9375,-3.5625,0.875,6.25
"GO OUT13,ORL",7.303613,7.297919,7.296778,7.295767,7.294691,7.294691,7.293322,7.121419,6.734251,6.37044,6.226773,6.046647,5.970866,5.934716,5.866611,5.836551,5.759868,5.702499,5.676215,5.651066,5.686798,5.69878,5.702664,5.698293,5.702932,5.707693,5.70921,5.70921,5.72928,5.757768,5.83551,5.923479,5.923479,6.330657,6.457,6.712427,7.40511,7.40511,8.025588,8.003556,7.770667,7.637618,7.574476,7.429952,7.366276
"GO OUT13,OPL",2.904429,2.904675,2.904792,2.904593,2.904553,2.904553,2.902914,2.940485,3.086511,3.588506,4.184769,5.131067,5.807742,6.312115,6.546499,6.598917,6.561908,6.425051,5.970401,5.640684,5.434478,5.361425,5.339972,5.34794,5.350205,5.348801,5.346194,5.346194,5.32624,5.302155,5.22396,5.103493,5.103493,4.263016,3.819972,3.390639,2.990997,2.990997,2.860355,2.860701,2.875204,2.88455,2.886845,2.900929,2.911701
"GO OUT13,OYL",1.342869,1.34663,1.347818,1.348763,1.34983,1.34983,1.356097,1.407324,1.66758,1.998883,2.080215,2.094678,2.07915,2.015423,1.955884,1.927998,1.910657,1.86169,1.715939,1.680418,1.646104,1.64104,1.639266,1.63661,1.640046,1.639755,1.639179,1.639179,1.631652,1.638343,1.664899,1.713623,1.713623,1.886384,1.919899,1.783607,1.091885,1.091885,0.4070877,0.5472503,0.8564518,0.9438381,0.9811083,1.129868,1.221363
"GO OUT13,ORR",3.139528,3.136786,3.134336,3.134809,3.133839,3.133839,3.128326,3.128201,3.127033,3.145203,3.153225,3.127558,3.123321,3.116114,3.118103,3.120591,3.135662,3.145531,3.146386,3.149523,3.140074,3.139171,3.156011,3.143492,3.130723,3.142869,3.150059,3.150059,3.141298,3.14501,3.145789,3.14473,3.14473,3.161515,3.182313,3.190864,3.178631,3.178631,3.138619,3.139527,3.133553,3.115236,3.117955,3.151109,3.177218
"GO OUT13,OPR",3.066114,3.06646,3.066401,3.066463,3.066004,3.066004,3.067311,3.06748,3.071371,3.073036,3.068143,3.062144,3.064705,3.067801,3.069823,3.071332,3.075755,3.073263,3.076697,3.083673,3.097783,3.101725,3.105176,3.098203,3.098472,3.102855,3.103148,3.103148,3.100534,3.099021,3.099092,3.102275,3.102275,3.106108,3.102345,3.099514,3.097512,3.097512,3.086385,3.082867,3.078483,3.070955,3.073529,3.085974,3.095311
"GO OUT13,OYR",0.9017258,0.9021204,0.9029751,0.9028823,0.9043224,0.9043224,0.9119532,0.9123015,0.9206653,0.9173264,0.9051582,0.9032305,0.8994004,0.8945465,0.8955792,0.9006059,0.906509,0.9060878,0.9000152,0.8852075,0.8759937,0.8761518,0.8767178,0.8912326,0.907529,0.8995769,0.890102,0.890102,0.8906841,0.8903348,0.8895259,0.8934019,0.8934019,0.9039952,0.9180024,0.9115423,0.9109911,0.9109911,0.9242656,0.910277,0.9047401,0.9063427,0.8974441,0.8630134,0.843477
"GO OUT14,ALX",0.9414063,0.9462891,0.9331055,0.940918,0.9414063,0.9423828,0.9663086,1.040527,1.121582,0.9956055,0.3291016,0.1416016,-0.1625977,-0.4277344,-0.4916992,-0.5957031,-0.9550781,-1.100586,-1.174805,-0.01171875,0.2070313,-0.1166992,-0.175293,-0.184082,-0.2084961,-0.2094727,-0.2094727,-0.1264648,-0.01904297,0.1713867,0.1416016,0.1416016,0.2504883,0.6240234,0.7856445,1.082031,1.103027,0.9243164,0.9160156,0.9360352,0.9404297,0.9418945,0.9482422,0.9458008,0
"GO OUT14,ALY",0.2568359,0.2480469,0.253418,0.2470703,0.2495117,0.2382813,0.3129883,0.3789063,0.4946289,0.5644531,0.6474609,0.4765625,0.418457,0.3046875,0.2412109,0.1914063,0.234375,0.1728516,0.078125,0.5703125,0.4863281,0.5200195,0.4697266,0.4335938,0.4692383,0.4404297,0.4404297,0.4277344,0.456543,0.4155273,0.3798828,0.3798828,0.6694336,0.7524414,0.7744141,0.515625,0.5229492,0.3994141,0.3110352,0.2563477,0.2539063,0.2514648,0.2416992,0.2060547,0
"GO OUT14,ALZ",0.04980469,0.05761719,0.05517578,0.05371094,0.05371094,0.04492188,0.02441406,-0.04345703,0.2763672,0.8325195,0.8227539,0.8041992,0.6791992,0.4824219,0.4111328,0.3608398,0.2319336,0.09472656,0.1220703,0.8017578,1.085938,1.035156,1.006836,0.9326172,0.9174805,0.8979492,0.8979492,0.8764648,0.6928711,0.6728516,0.6083984,0.6083984,0.7700195,0.8510742,0.5966797,0.3066406,-0.01416016,0.04248047,0.04150391,-0.02636719,0.005371094,-0.003417969,-0.01757813,-0.00390625,0
"GO OUT14,ARX",0.9311523,0.9350586,0.9384766,0.9311523,0.9321289,0.9335938,0.9379883,0.9379883,0.9467773,0.9335938,0.9472656,0.9560547,0.9228516,0.9204102,0.9199219,0.9082031,0.9594727,0.9262695,0.9145508,0.9282227,0.9428711,0.9360352,0.9067383,0.90625,0.9365234,0.9404297,0.9404297,0.9189453,0.9335938,0.9267578,0.9106445,0.9208984,0.9448242,0.9296875,0.9223633,0.9282227,0.9316406,0.9243164,0.9399414,0.956543,0.9511719,0.9453125,0.9345703,0.9462891,0
"GO OUT14,ARY",-0.3183594,-0.3149414,-0.3217773,-0.3271484,-0.3256836,-0.3154297,-0.3125,-0.3173828,-0.3369141,-0.3325195,-0.3393555,-0.3300781,-0.3144531,-0.2958984,-0.3071289,-0.3115234,-0.3984375,-0.331543,-0.3364258,-0.3481445,-0.3662109,-0.3427734,-0.3442383,-0.3427734,-0.3393555,-0.3505859,-0.3505859,-0.347168,-0.3554688,-0.347168,-0.3369141,-0.3203125,-0.3227539,-0.359375,-0.3544922,-0.3398438,-0.3212891,-0.3105469,-0.2832031,-0.3173828,-0.3422852,-0.3110352,-0.315918,-0.3061523,0
"GO OUT14,ARZ",0.1225586,0.1235352,0.1220703,0.1186523,0.1230469,0.1235352,0.1259766,0.1274414,0.1303711,0.1186523,0.1445313,0.1240234,0.1030273,0.1352539,0.1279297,0.09863281,0.1572266,0.1342773,0.1323242,0.1357422,0.1567383,0.1074219,0.137207,0.1679688,0.1289063,0.1108398,0.1108398,0.1391602,0.1342773,0.1274414,0.1298828,0.1298828,0.1411133,0.1303711,0.1318359,0.1269531,0.1313477,0.1196289,0.137207,0.1333008,0.1049805,0.09570313,0.1274414,0.1416016,0
"GO OUT14,EMG0L",-2,0,-1,-2,1,1,1,4,-8,12,6,-33,-84,11,0,-4,0,8,3,-22,24,2,-2,-4,6,-3,-3,-4,-8,-3,-6,-1,6,-34,34,-74,17,6,0,-4,-2,-9,3,-2,0
"GO OUT14,EMG1L",0,0,0,-2,-1,0,0,-1,-3,9,28,-5,-60,-4,-12,-44,-43,-18,-15,-87,5,15,-18,3,56,14,14,-10,-1,-1,-4,0,7,-18,28,-23,-4,3,-2,-1,1,-2,1,-2,0
"GO OUT14,EMG2L",-1,-1,1,-2,0,0,-1,2,11,-2,-1,-4,1,-3,-14,-10,10,-18,1,-45,22,5,-4,-4,25,-3,-3,-6,-2,-3,-1,-2,6,-2,9,-10,-3,-1,0,-2,2,-2,0,-1,0
"GO OUT14,EMG3L",-2,0,0,-1,-1,-1,-2,14,-9,-28,-13,-23,37,14,23,-9,-8,-10,25,-64,-19,53,10,-8,-15,-21,-21,-1,-13,-3,9,-4,2,0,5,2,-2,-2,0,-1,1,-2,-1,-2,0
"GO OUT14,EMG4L",-1,-1,1,-1,-2,2,-4,14,-19,-33,-33,-70,19,12,49,-19,-11,-24,48,-50,-33,65,5,-13,-23,-28,-28,-14,-19,-8,11,-2,-1,0,2,8,-4,-3,0,-1,0,-3,1,-2,0
"GO OUT14,EMG5L",0,-2,0,-2,1,0,-1,2,-1,-1,7,-8,20,2,11,-6,1,-24,-4,0,-14,5,7,-7,-5,-5,-5,-4,-9,-3,1,-1,0,-1,3,7,-3,-8,1,-10,-1,-4,-1,-9,0
"GO OUT14,EMG6L",0,-2,-2,0,2,-1,0,1,-1,-1,1,-4,-4,3,10,2,-12,-15,-2,6,-11,12,-7,5,1,24,24,-7,-5,-3,-3,1,1,0,0,-5,-10,-3,-3,2,-4,-4,-3,2,0
"GO OUT14,EMG7L",0,0,-2,0,0,2,4,-2,-5,0,6,2,-5,-3,21,10,-7,-12,-1,-8,3,6,-8,-10,5,5,5,-2,-1,-1,-2,0,1,-3,5,25,-9,10,-4,-1,-2,-24,11,3,0
"GO OUT14,EMG0R",-2,1,-1,-1,-1,1,-1,-1,-2,-1,-1,0,-2,-1,-2,-2,0,-1,-1,1,-3,0,0,-1,-2,-2,-2,-1,-2,-1,-2,-1,-2,0,-1,-1,1,0,0,-1,0,0,-1,-1,0
"GO OUT14,EMG1R",-1,-1,-1,-2,-1,-1,0,-1,0,-2,-2,-4,-2,-3,-1,0,-1,-2,-2,-1,-2,0,-3,0,-1,-3,-3,-2,-2,-1,-2,0,-1,-2,-1,0,2,-1,0,0,0,-1,-1,-1,0
"GO OUT14,EMG2R",-1,-2,-1,0,-1,-3,0,-1,-1,2,-1,-2,0,-1,-2,1,-2,-2,-1,1,-3,-1,-1,-2,0,-1,-1,0,0,-3,-1,-1,-2,-1,1,-1,0,-1,0,-1,-2,-2,-1,-1,0
"GO OUT14,EMG3R",-2,0,-1,1,-3,-2,-1,0,-2,1,0,-1,-1,0,-1,-1,-1,-2,0,-1,-3,-1,-1,-2,-2,-2,-2,-1,0,-1,-2,-2,-2,-2,-1,-2,-2,1,1,0,-1,-1,1,-2,0
"GO OUT14,EMG4R",-1,-1,-1,-3,-2,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,0,-1,-2,-1,-2,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-1,-2,-1,-2,-3,-1,0,-1,1,-2,0,0
"GO OUT14,EMG5R",-2,-1,-2,0,-3,-1,-2,0,0,-2,-1,-1,-2,-3,-4,1,-1,-2,0,1,-8,-1,-1,-3,-5,-3,-3,-1,0,1,1,-3,-2,0,-1,-3,-1,-2,-1,-1,-1,-2,-2,-1,0
"GO OUT14,EMG6R",-1,-1,-1,-1,-1,0,-2,0,0,-2,2,-1,-1,-11,3,-1,0,0,3,4,-23,4,2,-1,-12,-9,-9,1,-1,0,3,-15,-2,0,2,0,7,0,-2,-1,-1,-1,-3,1,0
"GO OUT14,EMG7R",0,-1,0,0,-3,0,-1,-1,-3,-2,-1,-1,0,-4,-2,-2,-1,0,-1,0,-5,0,-1,-2,-3,0,0,-2,-1,0,-1,-2,-2,-2,-2,-1,0,-1,0,-1,0,-1,-4,-1,0
"GO OUT14,GLX",1.75,1.9375,0,2.625,2.125,1.1875,-4.6875,-108.4375,-111.9375,-19.875,-102.4375,-76.625,-8.125,-15.75,-1.5,-5.125,-6.3125,-7.6875,13.25,43.0625,13.75,0.875,-8.5625,-6.75,4.1875,9.5,9.5,13.875,28.1875,21.125,70.875,70.875,89.0625,73.6875,65.0625,123.9375,9.875,80.375,-36.0625,-29.0625,-8.125,8.875,1.75,0.125,0
"GO OUT14,GLY",1.75,1.9375,0,2.625,2.125,1.1875,-4.6875,-108.4375,-111.9375,-19.875,-102.4375,-76.625,-8.125,-15.75,-1.5,-5.125,-6.3125,-7.6875,13.25,43.0625,13.75,0.875,-8.5625,-6.75,4.1875,9.5,9.5,13.875,28.1875,21.125,70.875,70.875,89.0625,73.6875,65.0625,123.9375,9.875,80.375,-36.0625,-29.0625,-8.125,8.875,1.75,0.125,0
"GO OUT14,GLZ",1.75,1.9375,0,2.625,2.125,1.1875,-4.6875,-108.4375,-111.9375,-19.875,-102.4375,-76.625,-8.125,-15.75,-1.5,-5.125,-6.3125,-7.6875,13.25,43.0625,13.75,0.875,-8.5625,-6.75,4.1875,9.5,9.5,13.875,28.1875,21.125,70.875,70.875,89.0625,73.6875,65.0625,123.9375,9.875,80.375,-36.0625,-29.0625,-8.125,8.875,1.75,0.125,0
"GO OUT14,GRX",-4.375,-2.6875,-3.0625,0.75,1.625,0.4375,-2.125,-0.1875,3.875,7.1875,-7.5625,-5.8125,-1.375,31.75,5.5625,-2.125,-11.5,18.875,1.5,-16.1875,-17.0625,16.875,12.375,-5.75,3.1875,2.6875,2.6875,1.125,0.3125,2,8.3125,7.6875,4.3125,2.75,-4.8125,-4.9375,-11.5,6.8125,-9.125,-0.5,17.5,3.0625,-2.9375,-1.0625,0
"GO OUT14,GRY",-4.375,-2.6875,-3.0625,0.75,1.625,0.4375,-2.125,-0.1875,3.875,7.1875,-7.5625,-5.8125,-1.375,31.75,5.5625,-2.125,-11.5,18.875,1.5,-16.1875,-17.0625,16.875,12.375,-5.75,3.1875,2.6875,2.6875,1.125,0.3125,2,8.3125,7.6875,4.3125,2.75,-4.8125,-4.9375,-11.5,6.8125,-9.125,-0.5,17.5,3.0625,-2.9375,-1.0625,0
"GO OUT14,GRZ",-4.375,-2.6875,-3.0625,0.75,1.625,0.4375,-2.125,-0.1875,3.875,7.1875,-7.5625,-5.8125,-1.375,31.75,5.5625,-2.125,-11.5,18.875,1.5,-16.1875,-17.0625,16.875,12.375,-5.75,3.1875,2.6875,2.6875,1.125,0.3125,2,8.3125,7.6875,4.3125,2.75,-4.8125,-4.9375,-11.5,6.8125,-9.125,-0.5,17.5,3.0625,-2.9375,-1.0625,0
"GO OUT14,ORL",7.226166,7.232291,7.234294,7.238979,7.239223,7.226381,7.215766,7.018925,6.657646,6.377557,6.059772,6.016466,5.949601,5.948039,5.954996,5.958803,5.912323,5.850912,5.726398,5.697944,5.719166,5.765024,5.739868,5.72059,5.727079,5.73974,5.73974,5.754928,5.809222,5.860823,5.960378,5.960378,6.238877,6.37506,6.523882,6.840506,7.410059,7.956706,7.796535,7.710027,7.641303,7.594845,7.552277,7.519887,0
"GO OUT14,OPL",2.928715,2.929384,2.929437,2.929152,2.929343,2.926873,2.929168,2.973853,3.127162,3.461891,4.662728,4.895561,5.769215,6.295838,6.61264,6.725955,6.723731,6.670379,6.259281,5.793782,5.54714,5.276069,5.248315,5.248848,5.258544,5.265562,5.265562,5.263791,5.250126,5.205155,5.07571,5.07571,4.404567,3.997087,3.597762,3.226533,3.010201,2.880888,2.876101,2.865323,2.864124,2.871844,2.883153,2.889076,0
"GO OUT14,OYL",1.420649,1.41642,1.415413,1.415351,1.415883,1.431061,1.440618,1.517707,1.705879,1.917476,2.058866,2.057585,2.060244,2.089675,2.11462,2.135886,2.088643,2.024781,1.857724,1.709617,1.702546,1.673372,1.662671,1.65427,1.658991,1.665758,1.665758,1.657411,1.663523,1.686547,1.768256,1.768256,1.93556,1.951576,1.881494,1.675411,1.177072,0.8069572,0.9770155,1.000878,1.043906,1.104872,1.156831,1.187412,0
"GO OUT14,ORR",3.097533,3.095874,3.092848,3.091633,3.091383,3.088838,3.086078,3.086664,3.094831,3.107183,3.108618,3.096922,3.082641,3.112023,3.12032,3.115992,3.079788,3.101406,3.102123,3.08346,3.074848,3.076836,3.099039,3.103528,3.074939,3.063765,3.063765,3.094155,3.093123,3.098806,3.117697,3.122898,3.155143,3.162559,3.164018,3.154001,3.138929,3.095819,3.098522,3.096505,3.098438,3.095698,3.086522,3.081616,0
"GO OUT14,OPR",3.064044,3.061578,3.059227,3.060261,3.061038,3.064282,3.062926,3.062817,3.065172,3.068049,3.072743,3.072681,3.077794,3.091129,3.090341,3.086984,3.082693,3.086108,3.086941,3.085041,3.085904,3.104545,3.119201,3.119882,3.110602,3.107262,3.107262,3.111711,3.111736,3.111593,3.113207,3.112205,3.103072,3.096507,3.090351,3.08731,3.082695,3.069074,3.054432,3.039495,3.037499,3.039237,3.040452,3.041741,0
"GO OUT14,OYR",0.9613605,0.9574096,0.9541984,0.9551922,0.9560754,0.9609306,0.9601136,0.9596922,0.9546779,0.9498203,0.9374784,0.9427474,0.9525468,0.9651677,0.9813069,0.9848759,0.9541332,0.9580814,0.9748159,0.976126,0.9754583,0.9873955,0.9888809,0.9843535,1.010294,1.026755,1.026755,0.9912959,0.9922901,0.9877921,0.9761315,0.9746988,0.9588232,0.954385,0.9472225,0.947725,0.9510055,0.979607,0.9765128,0.9634185,0.980751,1.002329,1.007801,1.011194,0
"GO OUT15,ALX",0.940918,0.9433594,0.9433594,0.9394531,0.9462891,0.9418945,0.9472656,0.9472656,1.191895,1.193359,0.6928711,0.4228516,0.2773438,-0.4379883,-0.5283203,-0.6694336,-0.7856445,-1.209961,0.1274414,0.1738281,0.08349609,-0.1733398,-0.2075195,-0.1943359,-0.2084961,-0.1655273,-0.1655273,-0.1777344,-0.02978516,0.1118164,0.2026367,0.2216797,0.309082,0.9599609,1.099121,1.148438,1.066406,0.9638672,0.8769531,0.9204102,0.9711914,0.9536133,0.9282227,0,0
"GO OUT15,ALY",0.25,0.2451172,0.2451172,0.2431641,0.2543945,0.2456055,0.2460938,0.2460938,0.2919922,0.7231445,0.9350586,0.734375,0.5839844,0.2880859,0.2802734,0.246582,0.2900391,0.1694336,0.5874023,0.3037109,0.5556641,0.4179688,0.4677734,0.4702148,0.4575195,0.4580078,0.4331055,0.4526367,0.4257813,0.4296875,0.3642578,0.4560547,0.5854492,0.8476563,0.7456055,0.4223633,0.4746094,0.2963867,0.34375,0.2421875,0.2070313,0.2265625,0.2412109,0,0
